material_id,formula,n_elements,spacegroup_number,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,bulk_shear_ratio,stiffness_density_ratio,shear_density_ratio,energy_stability_score,elastic_consistency_error,crystal_system_hexagonal,crystal_system_monoclinic,crystal_system_orthorhombic,crystal_system_tetragonal,crystal_system_triclinic,crystal_system_trigonal,category_Boride,category_Carbide,category_Ceramic,category_Chalcogenide,category_Halide,category_Intermetallic,category_Metal,category_Nitride,category_Oxide,category_Perovskite,category_Phosphide,category_Semiconductor,category_Silicate,category_Sulfide,band_gap_category_narrow_gap,band_gap_category_semiconductor,band_gap_category_insulator
mp-211792,Y3Sb3,-0.4946121972473927,-1.5727668767862648,-1.1699738504998674,-0.7076767667586422,0.20356133806172552,-0.6943200283770038,-1.5310032039785557,-1.313703426467808,0.20904772675936076,-1.4885650487556974,-1.0383098576944423,-0.9069692886742976,-1.0368038389573517,0.762475312810322,-0.010434224573344943,-0.4913154536010749,-0.49387266395622476,-1.1530994809804707,-0.8090238018812282,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
mp-572204,Bi4Pb2,-0.4946121972473927,0.8526850517414342,-1.6776421188005748,-0.5716144182962758,-0.6349847705764835,-0.6943200283770038,-0.9326344315315741,-0.8008953121292701,0.052965218417310445,-0.7949654767838111,-0.7680062548488213,-0.7808495046976944,0.9351415097455342,0.762475312810322,-0.2344921519052019,-0.35058658995043857,-0.33911082020036876,-1.674564843224769,-0.7642536014254601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
mp-509931,In3Pd3Nb,0.658085720066446,1.217806847433776,0.1323577328455205,0.5239709500517375,-0.22027982627601447,-0.6943200283770038,-0.6519372982616902,-0.22328917209441143,-1.5363910762054973,-1.0300012291764966,0.31320815653366213,-0.41330932463408215,0.7608765719531861,-1.3115178723809593,-0.8176799614798461,-0.05923734619705417,0.18303444735152996,0.10929250800705471,0.8999329781691359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
mp-656283,NAg2Li3,0.658085720066446,-1.0250841832477522,0.19614920727260302,0.24334235634810658,-0.7315109214050409,-0.6943200283770038,-0.5678827140931991,-0.44017989311948474,-0.3884294019478409,-1.2632933929015804,-0.7680062548488213,-0.8308195344281278,0.5254660419529967,-1.3115178723809593,-0.35241149286690115,0.2724887801987083,0.2992972621863403,0.18737721769026827,0.110022869017646,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
mp-57546,B3Ne3V4,0.658085720066446,1.1656465909062985,0.08894224085548086,-0.5701971021664594,-0.8335982496475894,1.4402580353868424,0.6037692335453878,0.5329441663733313,0.06806997728912191,2.2158634344305,-0.7680062548488213,0.4413755705681535,-2.071692987075068,0.762475312810322,-0.2931619355360626,-0.4350374950939514,-0.40936027171642725,0.1173981872129245,0.4850745781523917,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-686841,Nb4OsSr2,0.658085720066446,0.9700456289282583,0.6097283802022586,0.5140497371430233,-0.7577279006424269,-0.6943200283770038,3.1522756921532764,1.631434139082768,0.6252677490048266,-0.883888498831489,1.9350297736073874,0.5910333608270456,0.8159076049402435,-1.3115178723809593,0.4181878693433135,1.9505031084411855,1.2068458482723972,0.5940121245180763,2.214730268709201,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
mp-518272,Ag,-1.6473101145612314,-1.0250841832477522,-0.6366025455302103,-0.7912984184178049,1.8552310300170418,-0.6943200283770038,-0.046197402450569164,-0.27924236342268827,0.6403725078766381,0.0032494152441663086,-0.4977026520032005,-0.3672721900264777,-0.21439562376188456,0.762475312810322,0.14840215802677292,-0.25781206842302756,-0.3239057815744099,-0.6080601017124339,-0.04204174490124768,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
mp-319279,Al,-1.6473101145612314,-1.1163646321708376,1.063060695337518,6.19181815318719,-0.8335982496475894,1.4402580353868424,0.3890555432932023,1.187077351592569,-1.3551339697437619,1.5947971510308372,0.31320815653366213,1.852780321798906,-0.04165932577473254,-1.3115178723809593,-0.9363140045541196,-0.4131753171049731,-0.23775682732298484,0.7832797339751391,0.17541652857988033,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mp-324061,Ti,-1.6473101145612314,-0.5165216821048475,-1.6138506443734923,-0.7459443022636828,-0.6588183880650162,-0.6943200283770038,-1.3250873061287303,-1.1939136044832153,0.8065248554665615,-0.14251459736732114,-0.7680062548488213,-0.3691421703490303,-0.8304374652558869,0.762475312810322,0.29902994543743866,-0.6253489483625725,-0.6192715059447312,-1.601546183045224,-0.6867232745733942,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
mp-34702,Ga3CoSi2,0.658085720066446,0.73532447455461,1.0299663709217974,-0.5744490505559083,-0.8335982496475894,1.4402580353868424,-0.4401958351724643,-0.5328583749759435,0.6470857340418877,1.1428589683885224,-0.7680062548488213,-0.40934674728391124,-0.3122285712944308,0.762475312810322,0.08601731376093666,-0.515585630169546,-0.5222616568837962,1.0721796503376864,0.15735107833475692,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-128233,BZrMo3,0.658085720066446,-0.3991611049180234,1.1279841687888805,-0.24421439230870645,0.3445769082022107,-0.6943200283770038,1.3992561114398352,2.131744117901244,-1.150380571703654,0.5786336755526693,-0.22739904915757964,0.020066035674318455,0.14330609065398778,0.762475312810322,-0.8121658431089418,-0.04567427412613741,0.19725751347924217,1.1558707881382932,-0.5972071832314609,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
mp-937487,SeZrBi4,0.658085720066446,0.3050023582029215,0.1335563200476995,-0.32925336009768547,2.0236552602693396,-0.6943200283770038,0.23794751432834743,0.17991990768358415,0.03114723338025026,-1.3902266479029715,-1.0383098576944423,-0.8893974100877715,0.21973808091378957,0.762475312810322,-0.24361627013978812,1.4303239297260408,1.331080692363544,0.15117185057071603,-0.6354640243837562,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
mp-678759,Mn3Au4,-0.4946121972473927,1.2438869756975146,-2.142227836000737,-0.5375988311806841,0.7851016047819235,-0.6943200283770038,0.14176624333498192,-0.08119498518170815,0.35841700893616046,-0.05917105905596834,0.8538153622249038,0.8476807395405546,1.653602218187671,0.762475312810322,0.02981507507733746,-0.18368435566078134,-0.24292512395221477,-2.1474636775605638,-0.7930017314957476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
mp-885692,Bi3,-1.6473101145612314,0.9178853724007809,1.063060695337518,-0.49366203115637836,-0.8335982496475894,1.4402580353868424,0.001120453983744346,0.7075335056381957,-1.2880017080912673,0.12146472690754977,-0.4977026520032005,-0.1891343026328359,1.2913145843562106,0.762475312810322,-0.9406222026103885,-0.2736378439515922,-0.03950881949878233,1.1019004740925427,0.576035942207639,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-213568,S2Nb,-0.4946121972473927,-1.5858069409181343,0.6282398936581344,0.42901076935404414,-0.18492662700135762,-0.6943200283770038,-0.9581955851330246,-0.8583867355215548,0.28457152111841716,-0.3981246960377044,0.8538153622249038,0.5709830162574541,-1.9570450016853653,-1.3115178723809593,-0.1076530804965374,-0.46655099481428575,-0.4624886773927299,0.6168431209479432,-0.6178517412096403,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
mp-462786,MoCa4NbTi2,1.8107836373802846,-0.20356014293998315,-0.25079064278436825,1.7556186668621172,-0.6349847705764835,-0.6943200283770038,1.1333012248982304,0.32182181558828665,0.9911385750109216,-0.27677092477263837,-0.4977026520032005,-0.25287688585000595,0.07910321883575427,-1.3115178723809593,0.4651774495925191,0.23593244423996187,-0.023206159007800736,-0.33807343683024965,0.8678773706200691,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
mp-569668,Ba2OsFLi2,1.8107836373802846,-1.7162075822368277,-1.752753583470459,-0.7728733087301928,0.10147400981917706,-0.6943200283770038,-0.43758027526906007,-0.49228750428774265,0.465828627580152,-0.09892488067728304,0.31320815653366213,0.09266876375310665,-1.4159065106459685,0.762475312810322,-0.010763086234963573,-0.3517178070106527,-0.3762361410529236,-1.7411665073663332,-0.1564801904640303,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
mp-550449,Ir3Ta2Ce2,0.658085720066446,0.8135648593458261,0.5238296307127633,-0.2215373342316454,-0.20161015924333053,-0.6943200283770038,-0.35400124744664235,0.5175618457332553,-1.8049201228154756,-0.01209416503072696,-0.7680062548488213,-0.5819043759372373,0.41234669636849003,0.762475312810322,-1.1201744382713523,-0.3453115624360445,-0.05502384430236367,0.5419331356203619,0.7980359771635624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
mp-68620,In2Ne2,-0.4946121972473927,-1.5075665561269183,0.260207034411281,0.34255448543524886,-0.5773868616458628,-0.6943200283770038,0.48095680717190614,0.4839130193330887,-0.3515066580389693,1.171453822537187,3.016244184989871,4.315470201032325,-0.7157894798661842,-1.3115178723809593,-0.3518226351423714,-0.34972221921083313,-0.31600035022300993,0.24762943312056804,0.7025080833928006,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
mp-850742,HfTi,-0.4946121972473927,-0.09923962988502835,1.0366917768895798,0.026492988486210126,-0.8335982496475894,1.4402580353868424,0.24971753389366666,-0.21463661673436854,0.8870835694495554,2.8167040892859854,-0.4977026520032005,0.030677431949120877,-1.0566761564249003,-1.3115178723809593,0.4339366598259418,-0.5173749039509536,-0.5475622334982413,1.050361863808553,-0.2535171122343991,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-497661,Si4AsPt3,0.658085720066446,-1.6249271333137423,-1.1275571811783105,-0.8153927926246823,1.609347542927013,-0.6943200283770038,-1.0893302475627924,-1.2367918232674273,2.0316886306245867,-0.751375760093773,-1.0383098576944423,-0.8597597060866801,-0.40241831980099696,0.762475312810322,2.696659977445433,-0.4427056075975799,-0.5930150979986452,-1.1049382370322602,-0.8694193221997816,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
mp-403083,WTa4BaH3,1.8107836373802846,-1.1554848245664457,0.01276536533921532,-0.5971261086329696,0.0625457679212402,-0.6943200283770038,-1.1540059106287883,-1.1585342670110401,1.2261014907946528,0.12320831557515126,0.31320815653366213,0.3983660231494437,0.017957626627912854,0.762475312810322,0.9894579039201687,-0.5944598730713186,-0.6205713746452255,0.04140744465789407,-0.8591285768504963,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
mp-567830,W4Fe3,-0.4946121972473927,-1.1424447604345764,-1.0435229006699824,-0.4809061859880314,0.34100186557893064,-0.6943200283770038,-1.3209261881005872,-1.179108120867142,0.5967365378025168,-1.2106370151400145,-0.4977026520032005,-0.6676118073875648,2.0999650413049133,0.762475312810322,0.1843128150834649,-0.4248639151645236,-0.45925202460016984,-1.0356346798220724,-0.8220665739775119,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
mp-932884,V3O,-0.4946121972473927,-0.1122796940168977,-1.5256213086575376,-0.7941330506774376,0.6897671348277926,-0.6943200283770038,-1.5254154169121923,-1.3229328188518539,0.5212127434434605,-1.3124625933279435,-0.7680062548488213,-0.8195402880381281,-2.071692987075068,0.762475312810322,0.22574989309382343,-0.5649029971841136,-0.5703933599876857,-1.5097493660387475,-0.836154657566535,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
mp-356993,LiIr3Mo3,0.658085720066446,1.1004462702469517,1.474442458396512,-0.5262603021421536,-0.1400399807312877,-0.6943200283770038,-0.8295575935201428,-0.5182451703678712,-0.8247891026890554,-0.16866842738134374,3.016244184989871,2.5906211290689467,0.9198551116935739,0.762475312810322,-0.6733541147793721,-0.4627036164403133,-0.3720624738521567,1.5207614470558712,-0.7785391429335788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
mp-842151,Sr3HfPt3,0.658085720066446,0.9439655006645197,-2.8929429536321876,-0.6027953731522347,2.065364090874272,-0.6943200283770038,-1.084812462275094,-1.2039121128992647,1.890710881154349,-0.8085654683911031,1.9350297736073874,0.551155288392928,0.4368049332516266,0.762475312810322,2.06902453099018,-0.4240938518989704,-0.5676712608961384,-2.9058850619231262,-0.678954303066609,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
mp-208140,Se4Os,-0.4946121972473927,1.1265263985106906,0.0794867195938465,0.37515275642102414,-0.8335982496475894,1.4402580353868424,-0.45695919637155513,-0.3013544493427977,-0.408569080443589,-1.716975164211497,0.31320815653366213,-0.7969075896897732,-1.47705210285381,-1.3115178723809593,-0.4224621808467258,3.2909380027757016,3.431112456365716,0.0627523999000181,-0.30416770584182395,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-596805,W3B2Ge3,0.658085720066446,-1.6640473257093504,-0.2661059237010999,-0.6736611796430506,0.7890738743633455,-0.6943200283770038,-0.4963114840091373,-1.1079648879067898,2.2549034006191317,0.7718232999229179,-0.7680062548488213,-0.4226889084741873,-0.6347715701907943,0.762475312810322,3.8016105806336187,-0.4945703456525009,-0.6310765731813284,-0.23783320398432486,-0.6600579700794558,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
mp-966921,V4,-1.6473101145612314,-1.1815649528301844,1.063060695337518,0.7252298404856544,-0.8335982496475894,1.4402580353868424,-0.2367766081395245,0.8990433976071434,-2.415823703853176,0.8991052726578296,-0.22739904915757964,0.23355545583240703,2.0174184918243276,-1.3115178723809593,-1.228334503886474,-0.4542915657499579,-0.18406720803652774,1.0438097731171414,-0.23424742095189385,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-564486,Ge2Ti3Pt2Zn,1.8107836373802846,-1.7031675181049584,0.15306665617205767,0.759245427601246,-0.8335982496475894,1.4402580353868424,0.1908674360670708,0.3537401309164446,-0.8331806353956172,-0.3601144630839912,-0.4977026520032005,-0.4076845425527534,-0.3657309644762921,-1.3115178723809593,-0.4884803233948812,-0.05427858685792465,0.02737807160729451,0.11908687038081418,2.3972919256961083,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
mp-496575,ReCd2Sn4,0.658085720066446,0.7483645386864795,0.44072758469501894,-0.34626115365548127,-0.3183948849371408,-0.6943200283770038,-1.3445851163177438,-1.0510503015385082,-0.9674451587006063,-0.4619400412719201,-0.22739904915757964,-0.37495988690808285,-0.6668730060999111,0.762475312810322,-0.7130530441525412,-0.6049059858889174,-0.5357904882242978,0.463578236630286,-0.7629083190172977,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
mp-783153,Sc,-1.6473101145612314,0.5918837691040472,-1.6380887411286675,-0.4426386504829909,1.3221524521901935,-0.6943200283770038,1.4705895633508603,0.8163634241667342,0.2996762799902277,-0.5951502154766766,0.31320815653366213,-0.3508282360789517,1.4166630483822855,0.762475312810322,0.11618730531272646,0.623742931816938,0.38521541678567706,-1.640588537886831,1.3139799889666315,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
mp-175768,He2Ti3Ag3,0.658085720066446,1.1917267191700374,-0.10942394110514436,0.9704255309438774,0.898311287852454,-0.6943200283770038,2.0483905238301636,0.702149693414169,1.096871887113601,1.085320542357672,-0.22739904915757964,0.6467765837755186,-1.2064828573341118,-1.3115178723809593,0.7101864113808964,-0.043865391443953385,-0.25858059250974796,-0.1572492432126347,-0.06023768708129432,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
mp-781199,Sb3Os3,-0.4946121972473927,-1.5858069409181343,-0.23654077271401777,1.1419207826516518,-0.8335982496475894,1.4402580353868424,-0.5165226287172612,-0.5643921322880995,0.19394296788754928,1.6788381248092306,0.31320815653366213,2.000108057211443,0.13260561201761553,-1.3115178723809593,0.022466992368969433,-0.5628648164873281,-0.5563660819016701,-0.2943703164452675,-0.0861055918252941,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
mp-645823,Co3,-1.6473101145612314,1.0874062061150824,-1.2024022931365994,-0.63539364413801,1.350752793176433,-0.6943200283770038,-0.12597197950439895,0.07358961625905787,-0.3917860150304653,-0.23945812728596572,-0.7680062548488213,-0.6813992019879724,0.9825293437066114,0.762475312810322,-0.5123738219603037,-0.2123438691338056,-0.1329483971090689,-1.1894399427534543,-0.4424368683491283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
mp-473959,W3Cu,-0.4946121972473927,-1.0511643115114908,-1.1295548265152755,-0.39728453432886873,1.1676311654728735,-0.6943200283770038,-0.5111726198239342,-0.3313499745909462,-0.03766333481355651,-0.34546831827613844,-0.4977026520032005,-0.28008064720904496,-0.4513347935672701,0.762475312810322,-0.4555322030465344,-0.31464980670283105,-0.25735564787330084,-1.1268911182148247,0.6759390998350092,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
mp-789178,Pb4Si3Nb2,0.658085720066446,-1.5988470050500037,-0.06174680572957957,-0.3377572568765834,-0.2893973169927593,-0.6943200283770038,2.0846516952182683,0.7838682718145734,1.1522560029769084,-0.8584321042845067,-0.7680062548488213,-0.701360499875538,-0.7219040390869684,0.762475312810322,0.6276389971059531,1.306346576068686,0.6453190554203088,-0.046539174725794684,1.7400634474132672,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
mp-75452,K3Mo2,-0.4946121972473927,-0.43828129731363147,0.8154192617317556,-0.2527182890876044,-0.8335982496475894,1.4402580353868424,0.4879712632764903,-0.42095199231938957,1.3754707729714533,1.3660383178415172,3.016244184989871,4.928912793511604,-0.19605194609953214,0.762475312810322,1.3840091128539231,-0.3724861852783216,-0.5137711852727372,0.8392089204956416,-0.019019665149216568,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-796644,CSi2,-0.4946121972473927,-1.6640473257093504,0.8120232646589152,2.5890005511941117,-0.8335982496475894,1.4402580353868424,-1.142473669236506,-0.9741386983381275,0.03786045954549898,0.4928491131066742,-0.7680062548488213,-0.20844259151887512,-1.4969244203213585,-1.3115178723809593,-0.2401270753114484,-0.6160171568708083,-0.5863665237926184,0.7003316167684035,-0.8139485537449875,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-46003,Re3Pd2,-0.4946121972473927,-1.1815649528301844,-0.4189923801568218,-0.7360230893549685,2.4812607160491678,-0.6943200283770038,1.6558187601464893,1.9410033419643005,-0.480736261720021,-0.19865815246409005,0.8538153622249038,0.31620561786649765,0.5147655633166245,0.762475312810322,-0.5963054109237427,0.3628866581582985,0.5444386988356952,-0.38994978374781686,1.1740203940299772,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
mp-217584,Ni3Ca4Pd4V4,1.8107836373802846,-1.311965594148878,0.31773922011587324,0.047752730433454904,-0.8335982496475894,1.4402580353868424,0.1601940517453302,-0.0429314625895186,0.4943598387824618,0.789956622065974,0.31320815653366213,-0.2521348301664533,2.596772977993625,-1.3115178723809593,-0.011252258953845776,-0.35948526290718746,-0.3827100537240735,0.32004016735967283,0.4054157879470827,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
mp-825627,Cu4Nb4,-0.4946121972473927,1.0222058854557357,0.010767720002250234,0.1710592337274745,1.5545302227033875,-0.6943200283770038,-0.7871141896330828,-0.7409042616329732,0.11841917352849286,-0.4657759363406435,-0.7680062548488213,-0.638790364638381,-0.2541402586969815,-1.3115178723809593,-0.055960309773612896,-0.38599424014119355,-0.39897661820508,0.002770373776580665,-0.3548334355963533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
mp-290375,Ar2Al4,-0.4946121972473927,-0.9468437984565361,-2.2215343558782474,-0.4539771795215214,0.29412908451814973,-0.6943200283770038,0.3046442918651557,0.07878114947508376,0.323172571568601,-1.1618165324471719,-0.4977026520032005,-0.7125952229245246,0.6492858661738756,0.762475312810322,-0.031100982805640817,0.7984644832951793,0.6043412744804568,-2.2318978359550417,-0.6694694428830713,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
mp-44817,Pt3Be3,-0.4946121972473927,-0.7903630288741039,-1.1370792906178435,-0.7544481990425806,0.006933993781330679,-0.6943200283770038,0.5163857549543818,0.7967509653506369,-0.3951426281130906,0.4621619525568873,-0.22739904915757964,-0.3756277370232802,0.9855866233170034,0.762475312810322,-0.5981262903927675,-0.22039270929651966,-0.11318564388335034,-1.1175020398013586,1.3078282918448414,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
mp-185195,Au3As,-0.4946121972473927,0.6440440256315246,1.3966008784327755,-0.6764958119026832,0.7890738743633455,-0.6943200283770038,0.5351702306242853,0.07243594221105239,0.4809333864519635,0.5109824352497302,-0.7680062548488213,-0.32653333299943893,0.2839409527320231,0.762475312810322,0.24042151656499666,-0.22680519692820356,-0.31431053193478353,1.4489586387572067,0.2662274485062804,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
